"","RD12951DM","RD12952DM","RD12953DM","RD12954DM","RD12955DM","RD12956DM","RD12957DM","RD12958DM","RD12959DM","RD12960DM","RD12961DM","RD12962DM","RD12963DM","RD12964DM","RD12965DM","RD12966DM","RD12967DM","RD12968DM","RD12969DM","RD12970DM","RD12971DM","RD12972DM","RD12973DM","RD12974DM","RD12975DM","RD12976DM","RD12977DM","RD12978DM","RD12979DM","RD12980DM","RD12981DM","RD12982DM","RD12983DM","RD12984DM","RD12985DM","RD12986DM","RD12987DM","RD12988DM","RD12989DM","RD12990DM","RD12991DM","RD12992DM","RD12993DM","RD12994DM","RD12995DM","RD12996DM","RD12997DM","RD12998DM","RD12999DM","RD13000DM","RD13001DM","RD13002DM","RD13003DM","RD13004DM","RD13005DM","RD13006DM","RD13007DM","RD13008DM","RD13009DM","RD13010DM","RD13011DM","RD13012DM","RD13013DM","RD13014DM","RD13015DM","RD13016DM","RD13017DM","RD13018DM","RD13019DM","RD13020DM","RD13021DM","RD13022DM","RD13023DM","RD13024DM","RD13025DM","RD13026DM","RD13027DM","RD13028DM","RD13029DM","RD13030DM","RD13031DM","RD13032DM","RD13033DM","RD13034DM","RD13035DM","RD13036DM","RD13037DM","RD13038DM","RD13039DM","RD13040DM","RD13041DM","RD13042DM"
Dic02,76246.92519,27223.865429,n.d.,7475.268595,1399.902093,0,3179.906978,31.70458,422.9253,0,354.926755,195.626128,1447.635642,14538.75264,899.125749,0,19077.285301,3178.03752,3178.03752,255385.103,255385.103,526.210721,71.1114,0,0,225.387047,229.712274,13491395.287641,1726716.302486,50886.5838,1471842.453444,1102.2614,7175232.95485,0,189528.7174,0,0,1333869.995964,0,16819.744,0,257067.633516,45266.430267,442.520093,8834.436,252480.450631,36496.817691,103.992943,19299.827895,1463.754748,10978.447018,0,4563.699635,5217.534615,0,28938.614032,8092.785338,59974.682306,6387.678664,65258.402374,0,5704.213372,27929.617882,2375.360737,81.096455,221.5102,467.294305,0,236.896937,1318.9205,0,2106.237723,510.788569,4963.300516,15648.21194,0,0,0,108420.147881,28962.522852,141.019608,524.3953,983.598202,0,287.8978,1881.8376,0,12434.903792,1402.176101,22872.178697,38929.617929,0
Ene03,75341.643062,30310.1856,n.d.,7743.567979,0,0,3058.989071,1398.295416,470.9876,0,346.910471,208.240202,1422.103084,14158.877362,885.535399,0,15337.950878,3175.879616,3175.879616,305548.791,305548.791,740.219238,95.4924,0,0,347.589438,297.1374,14193906.53257,3344669.076924,0,1423822.622853,784.5675,6866993.701899,0,178859.93838,0,0,1328417.170694,0,18061.005,142.6,245642.049152,97732.97307,852.840179,6609.844108,257044.859885,46104.66786,0,21003.389994,341.063152,10633.882791,0,5480.955712,5072.858305,0,30637.409668,7543.476733,54593.501084,5843.411342,65344.116541,0,4446.126703,26849.490495,2202.651386,90.9965,227.6525,460.439397,0,260.736811,1128.0031,0,2120.029145,488.924414,4039.5147,15830.542542,0,0,0,103960.048132,26931.441554,144.764875,492.4335,1158.531649,0,309.251662,1731.173,0,12676.052273,1334.631144,20387.080934,38794.687541,0
Feb03,63342.272595,21497.847434,n.d.,7004.699422,0,0,2885.01047,1274.710255,517.8216,0,301.391768,230.347767,1343.408526,13291.91723,837.412493,0,14157.70563,3137.783808,3137.783808,253651.891,253651.891,771.06771,123.7626,0,0,347.999661,299.305449,12699796.802897,2452263.688729,0,1313258.897659,782.8304,6380326.912957,0,173971.86564,0,0,1255711.552385,0,15313.232,143.52,252992.780978,138871.849383,440.680092,6428.844,238494.352552,39384.501813,0,18445.885704,282.479733,10632.6099,0,5264.79793,5040.326723,0,27232.21682,8674.692663,55603.037156,5026.577852,58835.834045,0,4071.392213,26299.415045,2452.538954,90.337762,152.5406,419.822164,0,351.593853,1273.8715,0,1887.163251,480.823452,4926.319183,14264.404326,0,0,0,98884.365529,26454.825028,135.144008,460.938,1066.566585,0,432.250531,1666.0585,0,10907.151623,1333.294152,20707.030441,35721.106661,0
Mar03,70220.004047,24373.684038,n.d.,7755.102875,0,0,3092.329076,1412.334398,402.654,0,374.470301,242.267277,1483.054867,15390.637276,783.937134,0,14909.532805,3347.97366,3347.97366,319022.169152,319022.169152,812.410825,114.5142,0,0,448.251975,249.64465,12163076.792532,1429901.998712,0,1357997.277824,997.2378,6749094.700175,0,188898.76116,0,0,1340741.414542,0,19812,149.04,175297.676179,112357.812317,345.000072,6265.71,237066.253542,39859.226671,0,18946.395035,442.932598,8298.342974,0,5432.74449,4043.602398,0,27853.591985,8848.728657,52993.143351,5308.640741,60918.236149,0,4120.668493,26374.417174,2930.433505,94.146991,225.526,0,0,420.677149,1216.4367,0,2206.450361,466.613754,3868.271654,14945.86106,0,0,0,118043.442306,44246.580444,170.917424,512.778,0,0,571.005827,2113.8651,0,12161.366772,1301.197221,21226.390087,35739.341431,0
Abr03,70243.523953,25263.711032,n.d.,7430.692434,0,0,3050.568494,1410.596424,431.3013,0,348.781346,227.624038,1654.745,14458.21733,821.393678,0,15145.892877,3062.624864,3062.624864,319335.49,319335.49,759.885875,0,0,0,383.15507,376.730805,12970305.763107,2591696.493541,0,1316565.497214,841.79596,6257535.840422,0,181685.8766,0,0,1356993.137219,0,20358.52,513.36,303573.8292,128488.124305,378.120079,7480,240855.221563,37646.140199,0,18799.151106,338.432081,8524.607162,0,5532.237042,4261.85902,0,30098.926357,7720.255424,57269.510592,5925.700482,60033.914027,0,4704.488071,26315.938087,2711.019256,9.656506,175.34,0,0,428.205477,1291.5073,0,2303.196195,391.806017,4688.790213,14316.417123,0,0,0,109385.126263,35565.566138,19.887803,416.668,0,0,615.576778,2045.336,0,13115.567983,1087.254119,21835.045068,34684.224374,0
May03,67834.291828,21712.927605,n.d.,7740.238872,0,0,2897.555024,1414.764159,517.6359,0,370.098084,264.571785,1589.003382,15834.711394,878.228756,0,14614.556867,3545.116074,3545.116074,330671.556,330671.556,682.023558,47.6532,0,0,391.437799,242.932559,14232116.209852,2717756.22228,0,1344797.60447,753.9576,7237615.49142,0,186124.0578,0,0,1346078.669649,0,20945.08,588.8,336494.323344,148853.427916,258.520054,7734.87,255566.958168,45617.972784,0,21723.210977,248.727717,14000.611298,0,5261.393304,5285.287458,0,33284.634833,8620.08356,54915.298474,6148.337015,55962.376041,0,4499.024707,25802.511835,2774.811964,10.261157,95.1715,438.669907,0,406.831867,1416.0291,0,2454.523938,365.42333,3990.507263,13850.281809,0,0,0,127541.789417,49710.328287,20.4605,504.3965,1110.812382,0,528.462257,2641.0167,0,14135.055043,1120.776548,21530.803507,36239.677693,0
Jun03,70674.156497,22740.465658,n.d.,7413.110219,0,0,3109.316907,1383.121037,494.4458,0,311.202971,243.83575,1577.212118,16505.164372,932.226573,0,15964.055092,3432.61472,3432.61472,318006.919,318006.919,792.383809,63.1298,0,0,423.870951,305.383058,15122017.628787,2800974.408194,0,1346745.801826,553.34,7827717.906419,0,236316.8124,0,0,1390508.89831,0,19763.88,976.76,319220.455141,160250.574741,253.920053,8745.66,240100.791921,34573.301601,0,20076.818484,228.661564,14326.434436,0,5716.124776,4115.662843,0,27220.586264,8204.655832,55717.776019,7544.694524,57194.774051,0,5181.301527,25934.714962,2282.159194,12.193028,173.25,573.164201,0,433.067308,1100.4846,0,2232.031533,346.729871,4595.862544,14185.772683,0,0,0,115774.644205,39545.974106,21.904917,560.105,1549.935374,0,643.72322,1809.2441,0,12984.260873,979.79852,21639.253264,36040.444831,0
Jul03,64646.944545,15269.828159,n.d.,7547.855617,13.0272,0,3128.329716,1409.521284,467.91685,0,336.224128,261.86804,1914.700853,16111.785593,938.767236,0,17247.119869,3345.778766,3345.778766,320250.011,320250.011,883.34481,30.4038,0,0,427.56021,425.3808,15568554.546972,2446191.665604,0,1400208.198717,912.8025,8423549.962704,0,266829.7818,0,0,1422078.6233,0,24401.33,1236.2,348337.3853,147341.015991,7488.69237,8051.664,233366.315642,30300.738271,0,22640.686309,298.039745,8874.764012,0,5864.410018,4892.226925,0,29831.665745,8838.692876,54115.246058,7214.643015,54982.114912,0,5513.087756,23389.746876,2224.761434,14.702096,164.1651,0,0,506.465481,828.83219,0,2268.442342,341.310248,3728.851343,13312.216642,0,0,0,118446.125272,43082.244259,26.448616,491.445,0,0,690.16118,2090.23851,0,13668.63664,1037.226552,22003.843995,35355.88052,0
Ago03,70356.708512,19920.809473,n.d.,7530.072645,6.346,0,3063.680363,1396.213773,416.3706,0,332.337193,224.301575,2061.928705,17528.162973,1024.641072,0,16851.84414,3555.6889,3555.6889,190891.9,190891.9,873.684244,0,0,0,447.481034,426.20321,15655551.494866,2094751.287112,0,1379258.987014,2119.5125,8798785.58189,0,261802.4945,0,0,1505972.0592,0,23989,1218.72,253166.8844,142018.560191,10521.491805,7122.67,237424.123267,34540.098753,0,17279.008733,421.658879,8462.827579,0,5637.679866,4089.422952,0,30000.401749,9510.959692,58108.044921,6358.2317,58356.045363,0,4659.74308,25210.30407,2124.733838,11.560224,225.362,0,0,554.768102,888.1958,0,2217.339814,363.526561,4879.808184,13945.009547,0,0,0,109870.620655,33530.770484,21.868704,689.242,0,0,733.105955,2012.4763,0,13902.52701,968.337495,23602.746911,34409.545796,0
Sep03,66183.955671,20814.668349,n.d.,6876.524513,0,0,2849.671503,1374.755375,377.5771,0,330.835335,104.204007,1741.661208,15247.932673,942.67288,0,15523.452728,3291.766452,3291.766452,146554.06,146554.06,784.759336,44.1394,0,0,370.340203,370.279733,16909950.885744,2193925.870651,0,1431496.584593,1250.732,9695955.94381,0,255505.5544,0,0,1561873.20277,0,23997.96,456.32,330290.628,155963.073251,9471.871985,8005.884,234111.227394,37815.442574,0,17517.804709,475.540318,9762.372662,0,5547.143298,3789.125442,0,27645.586815,7434.18207,53828.223526,6056.879805,59099.777212,0,5139.148963,24526.690105,2700.460254,10.323738,246.252,0,0,564.654502,804.0144,0,1969.519288,405.888796,3813.295688,14012.281439,0,0,0,118370.738758,45037.703957,20.50104,682.728,0,0,740.08623,1646.373,0,13139.389191,1080.899484,21402.841381,34620.216475,0
Oct03,76856.56321,25334.323439,n.d.,6870.663301,0,0,5832.74189,1421.137128,338.9617,0,342.714215,102.635214,1949.400729,17516.957129,923.758304,0,16223.270161,3573.710478,3573.710478,350800.3626,350800.3626,966.604417,57.1872,0,0,462.962378,446.454839,15952626.900561,2797412.137859,24464.1033,1375113.831293,2428.8217,8025507.1529,38002.3926,248837.1298,0,0,1466762.459661,0,22595.84,0,262096.031328,140462.532081,686.151144,7799.994,246394.788948,35177.630364,2714.859292,19435.219381,476.743713,8378.453501,1397.077627,5804.117601,3898.440951,0,25467.678479,7828.576266,60301.929222,7491.123883,62711.035127,0,5311.903541,27575.120915,2727.195809,14.883916,261.6373,0,0,600.963342,763.8615,0,2198.251554,399.522769,6372.78116,14236.023565,0,0,0,112682.206003,34135.564489,28.494866,757.5324,0,0,753.32028,1935.6292,0,14191.300518,1084.356229,25325.90867,34470.099351,0
Nov03,71729.949027,20263.612304,n.d.,6374.54955,0,0,8161.975696,1374.25862,354.509,0,479.509034,122.608213,1722.006793,16641.189983,803.568199,0,15432.161635,3377.207422,3377.207422,266500.3685,266500.3685,853.560298,0,0,0,411.317538,442.24276,14190105.394798,2558973.428837,43512.568,1439202.061229,6066.3698,6283711.2682,57991.5455,251907.2611,0,0,1630248.049295,0,25575.33,0,239744.627,116034.136905,8614.579806,6047.85,247875.859077,34194.68348,3778.248206,29262.590679,355.400411,7252.062676,2319.613053,4505.097613,4247.08001,0,29646.009236,9296.376617,54445.766777,8165.208244,55573.561186,0,4834.160889,24560.863228,2489.904406,17.860431,216.5812,0,0,536.774328,728.1012,0,2475.385415,423.861966,5109.919839,12562.474443,0,0,0,118835.12246,44095.104871,33.473523,743.648,0,0,690.845872,2171.232,0,14808.476781,1094.576953,22741.004621,32456.759839,0
Dic03,75175.065683,21526.90931,n.d.,7556.04622,16.909,0,10514.003327,1423.744529,226.216,0,503.087156,104.801192,2010.512487,17130.252131,730.799841,0,13431.78449,3356.03408,3356.03408,363666.852,363666.852,669.634006,0,0,0,398.392873,271.241133,12966620.891514,1083012.114231,66323.6627,1392806.419002,1591.627,6478429.0356,31194.89415,244768.7143,0,0,1785272.850922,0,24558.78,0,284148.325,132605.295525,8831.933851,5505.94,255385.650291,33186.922098,6474.604877,28739.8681,531.833575,7528.446972,3327.412585,6630.816765,3673.453101,0,30887.629501,7908.34464,59915.005856,7366.347197,55038.402512,0,4176.562512,26324.669398,2257.865159,19.683664,242.479,0,0,544.098982,764.13,0,2488.468446,371.039226,6620.373353,13016.531568,0,0,0,121998.038121,43412.030236,31.90484,789.364,0,0,690.947709,1581.6372,0,15170.197511,1003.238561,26453.624101,32865.093963,0
Ene04,74029.845141,19340.39972,n.d.,7652.184865,0,0,11467.276173,1429.484998,359.7258,0,397.88204,100.985222,1635.153296,16463.428606,796.160537,0,14387.163884,3181.610439,3181.610439,411500.2845,411500.2845,737.736727,0,0,0,340.338222,397.398505,17617226.315583,3273272.128478,84759.088831,1351766.733739,2327.6556,9238498.69521,44796.2704,258218.9918,0,0,1478727.216882,0,20181.06,191.36,308215.443217,124298.579868,7576.400629,7814.394,245283.576792,32516.849701,6174.506053,23745.736978,487.830975,9807.122597,2632.06701,7621.567295,3444.454903,0,24936.069979,8331.510512,54390.085172,6618.465607,59361.432271,1368.055826,3847.821913,25450.481487,2080.147166,23.946735,236.6188,0,0,850.182338,703.7444,0,2110.059428,396.592525,5382.339623,13554.24066,112.609812,0,0,113599.931938,38858.645528,34.136835,665.8854,0,0,948.051999,1678.3224,0,13542.78714,1083.775414,23364.946215,33272.474623,150.906384
Feb04,81671.461574,29429.118238,n.d.,7361.860608,0,0,9987.874024,1332.322716,332.108,0,386.425919,98.238372,1698.223666,15646.835293,782.996393,0,14615.458345,3325.769352,3325.769352,385205.8642,385205.8642,745.045176,116.8029,0,0,356.783835,271.458441,16445806.877395,2585906.33866,81778.383087,1300429.814341,7874.216859,8654971.014633,59687.4771,235548.4568,0,0,1504545.296919,0,20247.49,213.44,354376.721595,176362.976389,8231.626375,8082.321216,244158.00202,33892.25919,6040.931359,22505.57474,440.599756,10330.675392,3094.613777,7452.271856,2885.095468,0,25790.312076,8023.549146,55404.070899,7541.539708,55110.772043,1340.079681,4305.656929,24995.925898,1725.612824,26.969901,237.4158,0,0,723.624987,579.0522,0,2156.99165,407.464492,6134.125035,12894.365689,110.30332,0,0,94250.644949,22323.106794,32.973168,702.9888,0,0,842.281552,1630.0792,0,13240.869872,1123.14486,23594.377335,30614.006088,146.81728
Mar04,88863.239808,30218.191734,n.d.,7959.432485,0,0,11645.882124,1425.064201,447.4034,0,404.713957,112.568437,1795.410716,17510.692206,1141.706998,0,16202.17355,3323.328419,3323.328419,401584.499,401584.499,958.40744,123.8562,0,0,359.551836,474.999404,13807557.010262,1393709.302754,101429.701794,1429572.531586,13977.64,6846164.61377,87428.901219,245008.1282,0,0,1499537.333476,0,23322.08,195.04,625425.175276,159693.324238,5914.344902,8547.606378,253013.073728,36730.568223,7126.211302,24241.962038,615.6628,8576.053122,4164.146452,7677.624429,3920.28067,0,27858.6562,8586.200549,53392.054486,9143.112987,54075.814406,1831.215772,5073.510292,24251.733518,1936.361423,24.109771,256.4671,0,0,656.804976,655.8595,0,2187.013063,428.647073,4724.847709,13235.742949,145.879954,0,0,103733.177759,30722.838999,34.30252,788.1392,0,0,794.378866,1772.4078,0,13117.372597,1199.106654,22116.461884,33000.103871,188.065368
Abr04,88389.408373,33144.81796,n.d.,7867.727137,16.5215,0,10107.673334,1381.432567,279.8495,0,371.784303,107.484644,2046.220995,14976.508281,841.282805,0,17248.105347,3252.145644,3252.145644,378821.71,378821.71,1046.332849,210.12,0,0,377.828651,458.384198,14273155.964105,2560306.799872,104033.458556,1426132.961338,12454.7754,6247172.8332,78440.67476,229530.4667,0,0,1638003.893234,0,27392,522.56,480493.013764,149030.736655,9524.436497,9419.08149,264082.868752,44163.721272,7062.490633,23719.471988,522.795,8745.225118,3385.920916,7368.725632,3490.509968,0,27613.968434,7995.702046,56475.039051,8220.488678,57995.345276,1601.179344,5722.285396,24419.292464,1577.386758,29.502606,246.003,0,0,673.361372,715.2469,0,2226.461967,357.666153,5841.161355,12630.855609,121.646744,0,0,104742.887484,28610.529239,30.693705,805.915,0,0,746.228487,1841.5436,0,12839.681401,1018.231919,24779.391476,33902.920255,167.752402
May04,77341.044862,22317.95856,n.d.,7482.8798,10.409,0,10255.060237,1132.031658,325.467588,0,378.122388,121.688012,1874.288162,16916.501152,873.199271,0,15653.439034,3383.669464,3383.669464,386411.492,386411.492,879.467759,182.7696,0,0,332.817127,363.881032,13384884.981326,1781530.698235,107000.073356,1430032.138022,9795.61432,6454753.52213,99653.43903,233278.3336,0,0,1490918.162354,0,29084.62,451.72,323753.884,140745.35871,12594.310865,8556.842022,252598.470627,35134.05498,7269.249497,23196.652955,427.365826,8930.27143,2758.594603,6972.273472,3281.593889,0,26874.509734,8455.685267,55509.955153,8026.248565,58843.095256,1927.151268,4991.768732,25150.484902,1895.459138,51.957248,187.1692,0,0,699.999016,833.882531,0,2067.497077,347.681264,5116.904573,13808.06496,141.869895,0,0,117522.706289,41268.178997,30.471168,655.1019,0,0,783.860048,1707.007527,0,12484.463191,1000.989179,23183.554399,36232.38485,176.69503
Jun04,93564.685337,39132.117691,n.d.,7032.45644,15.0825,0,8717.428581,1133.400328,231.14969,0,386.923951,126.52056,1821.694253,16333.156091,861.651059,0,17773.104193,3471.036996,3471.036996,229117.314,229117.314,992.158801,320.5306,0,0,343.747088,327.881113,12963897.088703,1500945.613009,108993.892099,1348050.992533,12922.1365,6457124.589806,65771.51302,222902.1301,0,0,1540340.927647,0,21987.7,885.68,226228.891876,168416.040086,10856.324702,8741.391178,247514.335579,28698.444424,8000.197495,18457.728817,523.159927,9370.026692,2133.10272,7178.277076,3040.32445,0,27215.854445,8814.337033,57874.032545,6995.538122,61405.143554,1714.850036,6093.318243,24918.109048,1572.564902,56.229268,226.7595,0,0,691.23737,794.091072,0,2097.515416,373.814055,5971.382932,13019.5351,114.979433,0,0,85201.572017,6817.27644,31.517558,750.867,0,0,794.850406,1784.297451,0,13741.37813,1044.233364,24793.151935,35288.356477,155.643256
Jul04,79662.417929,25732.590965,n.d.,7556.517552,9.96,0,7776.255173,1109.719298,215.533567,0,451.727908,126.602538,1736.832175,16764.979538,935.35669,0,17246.342525,3520.49441,3520.49441,171739.752,171739.752,1018.294175,114.4988,0,0,297.413222,606.382153,13253042.396077,1565073.464848,119493.283243,1574956.406425,9372.867,6457372.18392,54544.09956,219340.2589,0,0,1556631.17763,0,22202.96,997.92,280709.61212,139665.732628,10437.215478,10477.956135,252897.598409,28668.743297,8359.130365,22110.651623,419.667886,9175.762461,1980.80031,7578.705725,4027.343667,0,30245.307394,8264.084245,56157.69493,8161.725953,59942.0303,1754.639779,6051.310474,25058.495349,1656.764888,62.016577,192.183,0,0,743.849076,959.507692,0,2150.742402,334.864479,5302.941973,13543.823119,111.802143,0,0,104912.230947,26260.622163,51.749359,668.986,0,0,772.570749,2003.075707,0,13888.974695,1072.401793,22863.894165,37178.984334,150.971982
